customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
17,1,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,21,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
18,2,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,22,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
19,1,RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,23,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,24,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
21,1,MICHELLE,CLARK,MICHELLE.CLARK@sakilacustomer.org,25,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,26,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
23,2,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,29,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,32,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,33,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,34,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,35,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,36,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,37,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
34,2,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,38,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,40,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,41,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,42,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
39,1,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,43,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
40,2,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,44,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,45,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,46,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,47,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
44,1,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,48,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
45,1,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,49,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,50,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,51,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,52,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,54,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,55,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,56,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
53,1,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,57,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,58,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,59,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
56,1,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,60,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,61,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,62,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
59,1,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,63,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
60,1,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,64,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,65,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,66,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,67,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,68,0,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
65,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,69,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,70,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,71,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,72,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,75,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,0,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,0,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
179,1,DANA,HART,DANA.HART@sakilacustomer.org,183,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,194,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,1,2006-02-14T22:04:36Z,2020-02-15T06:59:36Z
